PROVIDER_ID,FIRST_NAME,MIDDLE_NAME,LAST_NAME,CREDENTIAL_TYPE,SPECIALTY1,SPECIALTY2
1558526194,Huma,,Masood,MD,Internal Medicine,
1558543942,Rachel,Cecelia,Taillacq,,Alternative Care,
1558565366,Javier,Francisco,Chang,MD,Family Practice,
1558558031,Julia,E,Tzu,MD,Dermatology,"Surgery, General"
1558614024,David,Scott,Boss,,Assistive Therapy,
1558637298,Laura,Elizabeth,Kresta,DO,Family Practice,
1558649095,Charles,Jason,Calhoun,CRNA,Certified Registered Nurse Anesthetist,Advanced Practice Nurse
1558675686,Sherwin,,Benlevi,DDS,Dentist,
1558625285,Christina,Denise,Downey,MD,Rheumatology,Internal Medicine
1558682336,Diandra,Norelle,Ayala-Peacock,MD,Radiation Oncology,
1558688192,Kihong,,Min,DMD,Dentist,
1558611152,Jennifer,Dawn,Evans,PA,Physician Assistant,
1558614859,Yun,,Zhang,CRNP,Nurse Practitioner,
1558653774,Praveen,,Elamanchili,,Pharmacology,
1558611459,Rafael,Jose,Sepulveda Acosta,MD,Bariatric Medicine,Internal Medicine
1558634063,Dylan,Benjamin,Hickey,DO,Family Practice,
1558694208,Sai,Ram,Konduri,MD,Pulmonary Disease,Internal Medicine
1558687467,Stephen,Michael,Sherman,DC,Chiropractor,
1558641969,Lisa,Ann,Moore,,Nurse Practitioner,Advanced Practice Nurse
1558654988,Andreea,Gabriela,Moore,MD,"Radiology, Diagnostic",
1558797217,Yusef,,Ghamarian,FNP-BC,Advanced Practice Nurse,Nurse Practitioner
1558758011,Krista,Rath,Allen,MD,Pediatrics,
1558726034,Melissa,Deette,Rowland,NP,Nurse Practitioner,Advanced Practice Nurse
1558729731,Alexis,Ruth,Hamilton,PA-C,Physician Assistant,
1558758763,Jon,Boyd,Roper,MD,Emergency Medicine,
1558784413,Joann,Davidson,Eiman,PA,Physician Assistant,
1558708693,James,Michael,Martin,MD,Hematology & Oncology,Internal Medicine
1558703546,Hannah,Young,Lee,,Advanced Practice Nurse,Nurse Practitioner
1558765362,Megan,Elizabeth,Gibbons,FNP,Nurse Practitioner,Advanced Practice Nurse
1558700187,Ja,Eun,Koo,,"Surgery, General",Internal Medicine
1558772962,Ashley,Marie,Fought,,Podiatrist,
1558780213,Ke Xun,,Chen,MD,,
1558723536,Afton,Renette,Metkowski,MD,,
1558774752,Karine,,Yu,DO,Physical Medicine & Rehabilitation,
1558733899,Elizabeth,Sutcliffe,Valentine,NP,Nurse Practitioner,Advanced Practice Nurse
1558724468,Cynthia,May,Duhamel,PA-C,Physician Assistant,
1558846485,Lauren,Marie,Lasko,NP,Nurse Practitioner,
1558861419,Thanh,Thanh,Le,,Pharmacology,
1558817130,Christina,Marie,Faust,PA,Physician Assistant,
1558819144,Hamiyet,Kosay,Outzen,FNP,Nurse Practitioner,
1558917849,Denise,Nicole,Maynes,,Nurse Practitioner,
1558958694,Meghan,Sydney,Bradsher-James,,Certified Registered Nurse Anesthetist,
1326055955,Rosemarie,,Bigus,PA-C,Physician Assistant,
1326027376,Khalil,Bichara,Korkor,MD,Gastroenterology,
1326094566,John,Robert,Patty,DO,Obstetrics & Gynecology,
1326022252,Natchez,Joseph,Morice,MD,Obstetrics & Gynecology,
1326057464,Rose,,Marino,MD,"Endocrinology, Pediatric",Pediatrics
1326036732,James,Edward,Bakeman,MD,"Surgery, Orthopedic",
1326036112,Rex,Fredrick,Largen,MD,Dermatology,
1326029869,Dagoberto,Israel,Gonzalez,MD,Obstetrics & Gynecology,
1326060716,Julie,Elizabeth,Sudduth,DO,Family Practice,
1326023383,Timothy,Dean,Fritz,MD,Cardiology,
1326041542,Allen,Cummins,Tafel,MD,Physical Medicine & Rehabilitation,
1326095449,Thevaraya,Nadaraja,Subbiah,MD,Cardiology,
1326079658,Pamela,Uy,Cruz,MD,Internal Medicine,
1326023789,John,Philip,Moyers,MD,"Radiology, Diagnostic",
1326087057,Theresa,Ann,Osborne,MD,Internal Medicine,
1326009267,Daniel,Curtiss,Marston,PHD,Behavioral Care,
1326077942,Kevin,Craig,Mccune,MD,Family Practice,
1326025263,Arezou,Masoumh,Daneshvar,DDS,Dentist,
1326054644,Hung,B,Nguyen,MD,"Radiology, Diagnostic",
1326099532,Bernard,Jean-Marie,Istria,,"Radiology, Diagnostic","Radiology, Pediatric"
1326082017,David,Eugene,Gauthun,DC,Chiropractor,
1326013103,Steven,Carl,Jacobson,MD,Family Practice,
1326056623,Leslie,Allyson,Hayes,MD,Pediatrics,
1326081837,Robert,Michael,Goodman,MD,"Radiology, Diagnostic",
1326059015,Ajay,,Dashottar,MD,"Endocrinology, Diabetes & Metabolism",Internal Medicine
1326096025,George,Edwin,Byers,MD,"Radiology, Diagnostic",
1326028614,Ali,Mohseni,Sajadi,MD,Urology,
1326045543,Suguna,Reddy,Kona,MD,Internal Medicine,
1326071754,Hans,Philip,Saaty,MD,"Radiology, Diagnostic",
1326170952,Wendy,Kay,Howard,,Physician Assistant,
1326117524,Robert,Gordon,Silverman,DC,Chiropractor,
1326196312,Mansurur,Rahman,Khan,MD,Internal Medicine,
1326130857,Michael,Ryan,Lawrence,PHD,Behavioral Care,
1326114406,David,Baruch,Ecanow,MD,"Radiology, Diagnostic",
1326131863,Arthur,Samuel,Cantor,MD,Gastroenterology,Internal Medicine
1326146010,Marie,Lynne,Eloi-Stiven,MD,Family Practice,
1326161902,Feras,,Aloka,MD,Internal Medicine,
1326149683,Stephen,Craig,Tidwell,MD,Obstetrics & Gynecology,
1326127333,Michaeline,,Rittman,,Advanced Practice Nurse,Nurse Practitioner
1326177536,Periakaruppan,Kasi,Ramanathan,MD,"Cardiology, Interventional",Cardiology
1326136862,Nicole,Christine,Winner,MD,Family Practice,
1326115999,James,Kirkland,Roberts,MD,Neurology,
1326149444,Daravuth,Khem,Pel,MD,Internal Medicine,
1326153941,Richard,Allan,Kelty,MD,Family Practice,
1326129503,Kelly,Lee,Mcclean,MD,Dermatology,Pediatrics
1326120023,Kimberley,Gretchen,Behrens,MD,Dermatopathology,Pathology
1326117458,Bart,Westbrook,Crosby,DO,Family Practice,
1326261462,Nicholas,Jose,Sutera,,Pediatrics,Internal Medicine
1326278862,Nicholas,Richard,Abel,,"Radiology, Diagnostic",Internal Medicine
1326227232,May,Jim,Yen,MD,Emergency Medicine,
1326214388,Michael,L,Gent,MD,"Radiology, Diagnostic",Internal Medicine
1326242983,Andrew,William,Ginzel,MD,"Radiology, Diagnostic",
1326279043,Bhavika,,Amin,NP,Nurse Practitioner,
1326283532,Olphabine,,Athouriste,DO,Emergency Medicine,Family Practice
1326281106,Nicole,Rachelle,Elkins,,Physician Assistant,
1326273863,Malissa,Anne,Stanley,NP-C,Nurse Practitioner,
1326256462,Ryan,Stuart,Drake,DO,Neurology,
1326251083,Sean,Thomas,Burke,MD,Neurology,Internal Medicine
1326205113,Benjamin,Edward,Young,MD,Gastroenterology,Internal Medicine
1326254707,Mariusz,,Rybaltowski,DO,Emergency Medicine,
1326229188,Eric,Michael,Takahashi,DO,Hospitalist,Pediatrics
1326271891,Gopesh,Kumar,Singh,MD,Pediatrics,Internal Medicine
1326249889,Gustavo,Adolfo,Corrales Regalado,,Ophthalmology,
1326244666,Jason,Lee,Confino,MD,Cardiology,
1326228339,Erin,Kate,Shiner,MD,Rheumatology,Internal Medicine
1326229733,Enrique,,Diaz Guzman Zavala,MD,Pulmonary Disease,Internal Medicine
1326399924,Lauren,Michelle,Horton,,Advanced Practice Nurse,Nurse Practitioner
1326331513,Mahnaz,,Mellati,MD,"Endocrinology, Diabetes & Metabolism",
1326357856,Bao,Lan,Pham,MD,"Radiology, Diagnostic",Internal Medicine
1326301383,Ali,,Batouli,MD,"Radiology, Diagnostic",
1326318940,Bruno,Calazans,Odisio,MD,"Radiology, Diagnostic",
1326347527,Nathan,Blair,Holbrook,DO,Emergency Medicine,
1326317785,Matthew,David,Andrews,,Podiatrist,
1326307810,Mariya,Igor,Fair,,Certified Registered Nurse Anesthetist,Advanced Practice Nurse
1326364845,Stephen,William,Smith,,Behavioral Care,
1326340225,John,Denton,Olson,PA-C,Physician Assistant,
1326366741,Emily,Furlow,White,MD,Internal Medicine,
1326319021,Amine,Rabah,Chahbouni,DO,Family Practice,
1326301391,Joseph,Edward,Mcconnell,MD,Internal Medicine,
1326335944,Jabar,Savio,Whittier,,Cardiology,Internal Medicine
1326454414,Mollie,Ann,Myers,OD,Optometrist,
1326420449,Hugh,Jacob,Flanagan,PHARMD,Pharmacology,
1326495573,Jan,Kim,Pine,NP,Nurse Practitioner,
1326481268,John,Christopher,Michael,MD,Emergency Medicine,
1326431024,Kerrie,Hogin,Baker,,Nurse Practitioner,Advanced Practice Nurse
1326447483,Amina,,Bouadis,MD,Internal Medicine,
1326471145,Megan,,Somerville,,Advanced Practice Nurse,Nurse Practitioner
1326477878,Anisleydi,,Padron,NP,Nurse Practitioner,Advanced Practice Nurse
1326497728,Joshua,Timothy,Greene,,Family Practice,
1326416603,Jenny,Cristina,Smith,PA-C,Physician Assistant,
1326489477,Kristen,Lynn,Cautilli,PA-C,Physician Assistant,
1326435405,Kory,Ryan,Bishop,MD,Family Practice,
1326530379,William,Michael,Record,,Assistive Therapy,
1326536350,Kelly,Lynn,Woock,,Nurse Practitioner,
1326583071,Jenah,Wesley,Manzano,PA-C,Physician Assistant,
1326509795,Lindsey,Catherine,Reames,NP,Nurse Practitioner,
1326558503,Charissa,Marie,Montgomery,,Nurse Practitioner,
1326639709,Michael,Anthony,Lim,,Pharmacology,
1326678095,Stephanie,Stephanie,Penney,APRN,Nurse Practitioner,Advanced Practice Nurse
1326699372,Janice,,Bautista,PA-C,Physician Assistant,
1578593273,Dennis,Hassan,Odie,MD,Internal Medicine,
1578561932,Raymond,Eugene,Mccarroll,DPM,Podiatrist,
1578575775,Kristen,Ann,Harris,FNP,Nurse Practitioner,Advanced Practice Nurse
1578591434,Joseph,Patrick,Berney,MD,Emergency Medicine,Internal Medicine
1578501409,Gunther,Josef,Lallinger,MD,Infectious Diseases,
1578523932,Padma,Latha,Vellanki,MD,Rheumatology,
1578543849,Sleman,Albert,Khoury,,"Endocrinology, Diabetes & Metabolism",Endocrinology
1578518981,Sam,Rand,Taagen,MD,Internal Medicine,
1578520235,Michael,,Opoku,MD,Hospitalist,Internal Medicine
1578566980,Barry,Owen,Parks,MD,"Radiology, Diagnostic",
1578595005,Davis,Graham,Farvolden,MD,Dermatology,
1578545810,Willie,Lewis,Gilford,MD,Emergency Medicine,
1578524864,Ebrahim,Saleh,Issa,MD,Cardiology,
1578542957,Vincent,Cuong,Tang,MD,Emergency Medicine,Family Practice
1578505863,Jill,Elise,Mackey,MD,Family Practice,
1578553145,James,Cruey,Spencer,MD,Internal Medicine,
1578577813,Naji,,Kandalaft,MD,"Cardiology, Interventional",Cardiology
1578531232,Japhet,George,Joseph,,Cardiology,
1578570842,Dolores,Ruth,Fernandez,,"Radiology, Diagnostic",
1578501680,Jeffrey,Roth,Martin,MD,Family Practice,
1578586301,Jun,,Wang,MD,Blood Banking/Transfusion Medicine,Hematology
1578509725,Kevin,Bryan,Clement,MD,Emergency Medicine,Family Practice
1578554002,Ivan,Chun,Ho,MD,Cardiac Electrophysiology,Cardiology
1578562849,Leslie,John,Salloum,MD,"Surgery, General",
1578532388,Robin,Liberty,Travers,MD,Dermatology,
1578599056,Linda,Chang,Sherbahn,MD,"Radiology, Diagnostic",
1578512877,Gary,Mark,Smith,MD,Internal Medicine,
1578510772,Jason,Patrick,Salber,MD,"Radiology, Diagnostic",
1578520607,Anne,Patricia,Cadau,MD,Family Practice,
1578547063,Michael,Jon,Sommerfeld,MD,Internal Medicine,
1578569786,Karen,Marie,Donaldson,MD,Family Practice,
1578561908,John,S,Boornazian,MD,Internal Medicine,
1578535902,Carl,A,Germann,MD,Emergency Medicine,
1578529749,Lapman,,Lun,MD,Hematology & Oncology,
1578599718,Christopher,John,Case,DO,Emergency Medicine,
1578511093,Raymond,,Rodriguez,MD,Cardiology,
1578527388,Michael,Anthony,Sostok,MD,Internal Medicine,
1578568879,Steven,Glen,Gaskins,PA,Physician Assistant,
1578567384,Larry,Donald,Cordell,MD,"Surgery, Orthopedic",
1578551537,Wael,Mohamed,Asi,MD,Pulmonary Disease,Internal Medicine
1578507661,Forrest,Charles,Ward,MD,Internal Medicine,
1578540480,Greta,Tan,Go,MD,"Radiology, Diagnostic","Radiology, Pediatric"
1578548533,Kevin,Michael,Mcdonnell,MD,"Radiology, Diagnostic","Radiology, Vascular & Interventional"
1578598942,Dina,R,Anderson,NP,Advanced Practice Nurse,Nurse Practitioner
1578549440,Cesar,Augusto,Alegre,MD,"Surgery, Thoracic",
1578527701,Hossam,,Alhabach,MD,Neurology,Neurophysiology
1578526091,Rolando,,Posada,MD,Family Practice,
1578591962,David,Stewart,Hodges,MD,"Radiology, Diagnostic",
1578536223,Suman,,Jaswal,MD,Cardiac Electrophysiology,Cardiology
1578501136,Lisa,Ann,Remaley-Walters,MD,General Practice,Internal Medicine
1578664397,Philipp,Joannis,Houck,MD,Anesthesiology,
1578659405,David,,Paikal,MD,Ophthalmology,
1578647566,Daniel,Ryan,Penn,MD,"Radiology, Diagnostic",
1578605762,Harold,Craig,Stevens,MD,Internal Medicine,
1578676946,Samuel,Kyle,Pendleton,CRNA,Certified Registered Nurse Anesthetist,
1578626065,Erik,Eugene,Geibig,,Emergency Medicine,
1578661559,Patrick,Dale,Pugliese,MD,Emergency Medicine,
1578646337,Richard,Michael,Toy,MD,Emergency Medicine,
1578605275,Richard,John,Valinotti,MD,Internal Medicine,
1578641684,Joel,Ellis,Holloway,MD,Dermatology,"Surgery, General"
1578676789,Garth,Troy,Greenwell,DO,Physical Medicine & Rehabilitation,
1578690210,Vikki,Griffin,Metheny,,Nurse Practitioner,
1578669925,Gabriel,Alonso,Valle,MD,Nephrology/Renal Medicine,
1578648259,Nicole,Grace,Curl,PA-C,Physician Assistant,
1578698775,Kevin,Arthur,Kearney,MD,"Radiology, Diagnostic",Internal Medicine
1578652699,Ashima,,Handa,MD,Internal Medicine,
1578627261,Ahmad,Adnan,Zankar,MD,"Cardiology, Interventional",Cardiology
1578697454,Shadi,Ed,Oweis,MD,Nephrology/Renal Medicine,Emergency Medicine
1578606893,David,Nicholas,Fredericka,MD,Cardiology,
1578631149,David,Douglas,Moffat,MD,"Radiology, Diagnostic",
1578671665,Alan,Louie,Mast,DPM,Podiatrist,
1578675344,Raymond,Madison,Wright,,Emergency Medicine,
1578648184,Rory,Marcus,Marks,MD,Rheumatology,Internal Medicine
1578632899,Carla,Cecilia,Canavire-Weber,DO,Family Practice,
1578660205,James,Baldwin,Linford,MD,Emergency Medicine,
1578627824,Troy,Tinsley,Caldwell,MD,Anesthesiology,
1578643904,Andy,Sung-Kin,Chan,MD,Physical Medicine & Rehabilitation,
1578628731,Phillip,Howard,Lee,MD,Dermatology,
1578686937,Robert,Patrick,Koons,DMD,Dentist,
1578621272,John,Daniel,Broughton,MD,Hospitalist,Internal Medicine
1578622700,Gonzalo,Gonzalez,Martinez,MD,Adolescent Medicine,Allergy & Immunology
1578751400,Michael,Jung,Kim,MD,"Radiology, Diagnostic",
1578754065,Tris,Jacqueline,Wheeler,CRNA,Certified Registered Nurse Anesthetist,Advanced Practice Nurse
1578772570,Emmanuel,S,Milroy,MD,"Radiology, Diagnostic",
1578705224,Danny,Arthur,Brooks,,Nurse Practitioner,Advanced Practice Nurse
1578753489,Jason,Peter,Dykstra,,"Radiology, Diagnostic",
1578726873,Stephen,Thomas,Duncan,MD,"Surgery, Orthopedic",
1578799318,Karin,Michelle,Jaros,NP-C,Nurse Practitioner,
1578732467,Spencer,Barton,Wagner,DMD,Dentist,
1578706032,Xuan,,Wang,MD,Dermatopathology,Pathology
1578763223,David,James,Salvatore,DO,Neurology,
1578726915,Melissa,Irene,March,MD,Maternal & Fetal Medicine,Obstetrics & Gynecology
1578723771,William,Robertson,White,,Assistive Therapy,
1578761185,Jeremy,Yves,Charles,MD,Physical Medicine & Rehabilitation,
1578793030,Diego,,Ortega,MD,Hospitalist,Internal Medicine
1578719126,Suzette,Marie,Smierciak,,Certified Registered Nurse Anesthetist,Advanced Practice Nurse
1578791240,Andrew,Thomas,Assenmacher,MD,"Surgery, Orthopedic",
1578752598,Evita,B,Henderson-Jackson,MD,Pathology,
1578755450,Emily,Sarah,Lash,,Nurse Practitioner,
1578762563,Mobolaji,M,Opeola,MD,Dermatology,
1578794681,Carlos,Arnulfo,Flores,PA,Physician Assistant,
1578757357,Steven,Charles,Morreale,MD MPH,Geriatric Medicine,Family Practice
1578774741,Stephanie,Yoon,Daniel,MD,Dermatology,Internal Medicine
1578720983,Susan,Su,Kim,MD,Rheumatology,
1578753869,John,Michael,Smith,MD,Cardiology,Internal Medicine
1578742649,John,Thomas,Mcdonnold,DO,Emergency Medicine,
1578763140,Brett,Taylor,Summey,,Dermatology,
1578726154,Anh,Tat,Nguyen,MD,Emergency Medicine,Family Practice
1578762829,Jennifer,Lynn,Kraschnewski,,Internal Medicine,
1578724852,Andreas,,Kaden,MD,Otolaryngology,
1578726717,Kelli,Ann,Hutchens,MD,Dermatopathology,Pathology
1578865556,Aileen,Yi,Chui,,Pharmacology,
1578871935,Brittany,Leigh,Wilson,,Physician Assistant,
1578856449,David,Andrew,Keaton,MD,"Radiology, Diagnostic",
1578827929,Stephen,Eric,Hampton,MD,Physical Medicine & Rehabilitation,Internal Medicine
1578881041,Mari,Paz,Castanedo Tardan,MD,Dermatology,
1578877064,Marappa,Gownder,Nalle,MD,Hospitalist,
1578821286,William,Seth,Dukes,MD,Emergency Medicine,
1578881413,Jennifer,Robbin,Rushton,MD,Molecular Genetic Pathology,Pathology
1578845459,Rhett,Franklin,Brandenburg,,Emergency Medicine,
1578805701,Jessica,Ann,Kuncaitis,PA-C,Physician Assistant,
1578862173,Mary,Kathleen,Humphries,DO,Family Practice,
1578818779,James,D,Miller,DO,"Surgery, Orthopedic",
1578820569,Lance,Thomas,Lee,MD,Family Practice,
1578913265,Matthew,William,Holden,MD,Family Practice,
1578970851,Aaron,Christopher,Radish,MD,Hospitalist,Family Practice
1578950705,Charles,Victor,Welden,MD,Internal Medicine,
1578945911,Miriam,,Renteria,MD,Family Practice,
1578950481,Camilo,Miguel,Mohar,DO,Emergency Medicine,
1578942348,Brandee,Sadlier,Marksberry,,Advanced Practice Nurse,
1578913372,Kiley,Alyssa,Bastien,PA-C,Physician Assistant,
1497258818,Ricardo,Javier,Garza,NP,Nurse Practitioner,Advanced Practice Nurse
1497296313,Ryan,Patrick,Fallon,OT,Assistive Therapy,
1497229231,Renee,Christine,Grant,,Nurse Practitioner,Advanced Practice Nurse
1497306336,Ellen,R,Superdock,CRNP,Nurse Practitioner,
1497762306,Michael,Donald,Brown,MD,Anesthesiology,Emergency Medicine
1497717151,Kelly,Young,Laino,CRNP,Advanced Practice Nurse,Nurse Practitioner
1497721526,John,Matthew,Hassan,MD,Urology,
1497717532,Christopher,Keith,Dolan,MD,Dermatology,
1497718043,John,Robert,Mccaulie,MD,Family Practice,
1497750822,Nabil,Meleka,Fahmy,MD,Gastroenterology,
1497700181,Farahieh,,Rabbani,MD,Psychiatry,
1497701486,Teresa,Kay,Muns,DO,Emergency Medicine,Internal Medicine
1497729602,Kevin,George,Robinson,MD,Cardiology,
1497742746,Syed-Saleem,Iqbal-Ahmed,Shamsee,MD,Hospitalist,Family Practice
1497756258,Bonnie,Fry,Randolph,MD,Emergency Medicine,Internal Medicine
1497762264,Amy,Elizabeth,Pollick,PA-C,Physician Assistant,
1497798268,Kelly,David,Ludema,DO,"Radiology, Diagnostic",
1497788517,Molly,Henderson,Maranto,PA-C,Physician Assistant,
1497737639,Timothy,John,Dalsaso,MD,"Radiology, Diagnostic",
1497728810,David,Hong-Chao,Lee,MD,Family Practice,
1497753867,Sheldon,Paul,Feit,MD,"Radiology, Diagnostic",
1497741771,Mark,Daniel,Flesher,MD,Family Practice,
1497741441,Robyn,Dana,Stewart,,Family Practice,
1497794655,Maisa,Nagi,Morris,MD,Family Practice,
1497784995,Michael,Neil,Waltzman,MD,Otolaryngology,
1497799886,Andrew,Samuel,Martin,MD,"Endocrinology, Diabetes & Metabolism",Internal Medicine
1497729735,Jennifer,Rubin,Grandis,MD,Otolaryngology,
1497774954,Rick,Marshall,Hirsch,DO,Family Practice,
1497756183,Richard,Sheldon,Berry,MD,Dermatology,
1497749162,Scott,Christopher,Otto,MD,"Surgery, General",
1497781918,Michael,Wright,Callaway,MD,Family Practice,
1497727895,Edwin,Warren,Gould,MD,Cytopathology,Pathology
1497790125,James,Sadao,Akamine,MD,"Radiology, Diagnostic",
1497752588,Theresa,Mae,Tilton,,"Radiology, Diagnostic",
1497703003,David,Erik,Chinn,MD,Cardiology,
1497747703,Ananda,,Walaliyadda,MD,Rheumatology,Internal Medicine
1497783435,Catherine,Nhung,Lee,DPM,Podiatrist,
1497757678,Patrick,James,Curran,MD,Cardiology,Internal Medicine
1497703383,Gregory,James,Sanders,,"Radiology, Diagnostic",
1497722383,Amanda,Lee,Murner,CRNP,Nurse Practitioner,
1497708861,Gennifer,Louise,Geller,MD,"Radiology, Diagnostic",
1497749139,Bernardo,Arellano,Poco,MD,Emergency Medicine,Internal Medicine
1497767206,John,David,Jones,MD,Emergency Medicine,
1497720650,Rogi,,Paul,MD,Internal Medicine,
1497704555,Robert,Roy,Heider,MD,Obstetrics & Gynecology,
1497774046,Stephen,Dale,Leathers,MD,Emergency Medicine,
1497745194,Stephen,Adam,Fine,MD,"Radiology, Diagnostic",
1497711451,Carl,Andrew,Gross,MD,Family Practice,
1497710537,Christine,Marie,Burrows,MD,Pediatrics,Internal Medicine
1497721138,Kevin,William,Unger,MD,Urology,
1497722144,Scott,Robert,Partyka,MD,"Radiology, Diagnostic",
1497779789,Wendy,Webb,Schoenewald,PT,Assistive Therapy,
1497750251,Max,Duane,Venard,OD,Optometrist,
1497798839,Vincent,Robert,Fennell,MD,Nuclear Medicine,"Radiology, Diagnostic"
1497759898,Christopher,Eugene,Rickman,MD,"Radiology, Diagnostic","Radiology, Pediatric"
1497779961,Timothy,Joseph,Mihalovich,MD,"Radiology, Diagnostic",
1497741870,Randi,Wayne,Hart,MD,"Radiology, Diagnostic",
1497709257,Ryomin,,Kim,MD,"Radiology, Diagnostic",
1497734040,Walter,Francis,Finan,,Geriatric Medicine,Family Practice
1497723399,Eli,John,Hurowitz,MD,"Surgery, Orthopedic",
1497765291,Ryan,Scott,Robetorye,,Hematology,"Pathology, Anatomic"
1497817076,Michael,L,Flannery,CSW,Behavioral Care,
1497850325,Jonathan,Ian,Bennett,DPM,Podiatrist,
1497860704,Jan,Paul,Zincke,MD,Pathology,
1497851786,William,Dennis,Daniel,DO,Family Practice,
1497861090,John,Robert,Favetta,MD,Ophthalmology,
1497814115,Steven,Michael,Blizzard,PA,Physician Assistant,
1497877377,Ravikumar,Shivkumar,Singh,MD,Emergency Medicine,Family Practice
1497821896,Anthony,,Martinez,MD,Family Practice,
1497872535,Akram,,Loka,RPH,Pharmacology,
1497895056,James,Joongchul,Park,,"Radiology, Diagnostic",
1497894224,Friedrich,Detlef,Knollmann,,"Radiology, Diagnostic",
1497864375,Philip,,Nimoityn,MD,Cardiology,
1497842868,Donald,Gregory,Vogt,DPM,Podiatrist,
1497806772,Harold,Scott,Mounts,ARNP,Nurse Practitioner,Advanced Practice Nurse
1497868855,George,John,Janas,MD,Emergency Medicine,
1497821243,Jon,A,Cole,PHD,Behavioral Care,
1497827562,Patricia,Ann,Takeda,MD,"Cardiology, Interventional",Cardiology
1497818819,Charles,Larry,Rahn,MD,Emergency Medicine,Family Practice
1497857148,Mohammad,Nasser,Sabbagh,MD,Neurology,
1497819932,Xishan,,Zhang,MD,Neurology,
1497863864,George,Omelan,Padkowsky,MD,Internal Medicine,
1497847867,Steven,Sydney,Gubin,MD,Cardiology,Internal Medicine
1497840730,Kenneth,David,St Romain,DDS,Dentist,
1497841837,Marc,Anthony,Taylor,DO,Emergency Medicine,
1497898019,Sandra,B,Taub,PHD,Behavioral Care,
1497833537,Henry,Michael,Adams,CRNA,Certified Registered Nurse Anesthetist,
1497854285,Dean,Randall,Marson,MD,"Surgery, General",
1497829683,John,Annjos,Vadaparampil,MD,"Radiology, Diagnostic",
1497888325,Michael,David,Harvey,DC,Chiropractor,
1497953749,James,Joseph,Otting,,Pain Medicine,Physical Medicine & Rehabilitation
1497917579,Yevgeniy,,Veltman,MD,Urology,
1497901862,Edmund,Da,Watkins,DDS,Dentist,
1497991160,Valerie,Elizabeth,Peck,,Certified Registered Nurse Anesthetist,
1497954317,Brendan,John,Mccullough,MD,"Radiology, Diagnostic",Neuroradiology
1497904205,Nilesh,Narsingrad,Patil,,Urology,
1497984983,Mark,William,Vogel,MD,Cardiology,Internal Medicine
1497912471,Krista,Stemple,Silverman,DO,Family Practice,
1497917645,David,C,Jennings,MD,"Radiology, Diagnostic","Radiology, Pediatric"
1497916282,James,Timothy,O'Neil,MD,Otolaryngology,
1497937718,Maria,Theresa,Sakach,PHARMD,Pharmacology,
1497917298,Ashleigh,Johnson,Freeman,MD,Family Practice,
1497926547,Andrew,Edmund,Cottrell,DO,"Radiology, Diagnostic",Internal Medicine
1497944672,Lisa,E,Hawkins,,Nurse Practitioner,Advanced Practice Nurse
1497966287,James,Green,Towery,MD,Cardiology,Internal Medicine
1497949267,Andy,Keith,Kongsakul,OD,Optometrist,
1497958995,Kimberly,Rose,Welter,MD,"Pathology, Anatomic",Pathology
1497922199,Sara,Loveless,Barrett,PA,Physician Assistant,
1497935803,Tina,M,Mabe,NP,Nurse Practitioner,Advanced Practice Nurse
1497953376,Katherine,Ilene,Aberle,MD,Otolaryngology,
1497919567,Jonathan,David,Keith,MD,"Surgery, Plastic",
1497920938,Daniel,Joseph,Gehling,MD,"Surgery, Orthopedic",
1508095423,Brian,Parish,Cox,MD,"Radiology, Diagnostic",
1508056854,Tricia,,Patterson,NP,Nurse Practitioner,
1508029620,Lindsay,Elizabeth,Smith,MD,Family Practice,
1508074857,Kurian,Cherian,Thott,,Obstetrics & Gynecology,
1508020587,Seth,Ira,Rosen,,Internal Medicine,
1508094640,Conor,Bryant,Reilly,MD,"Radiology, Diagnostic",
1508048158,Jean-Pierre,Stephan,Awaida,MD,"Cardiology, Interventional",
1508019779,Eric,Matthew,Johnson,MD,"Surgery, Orthopedic",
1508086109,Chaim,Aryeh,Gitelis,DO,Cardiology,Internal Medicine
1508021445,Amir,Mahan,Ghaznavi,MD,"Surgery, Plastic",
1508066192,Atif,,Baqai,MD,"Surgery, General","Surgery, Vascular"
1508066911,Byron,Blake,May,MD,"Radiology, Diagnostic",
1508091893,David,Lourdu,Raj,MD,"Radiology, Diagnostic",
1508031428,Aaron,M,Winnick,MD,"Surgery, General",
1508026303,Erum,Ahad,Shaikh,MD,Hospitalist,Internal Medicine
1508077884,David,Edward,Connor,DO,"Surgery, Neurological",
1508067620,Michael,Gerald,Baraga,,"Surgery, Orthopedic",
1508072687,Nidal,,Hammoud,MD,Family Practice,
1508043522,Jeffrey,Kenneth,Boyd,,"Radiology, Diagnostic",
1508020645,Shana,Widick,Rose,MD,Ophthalmology,
1508022294,Christopher,Ashley,Rice,MD,Anesthesiology,
1508024217,Luke,Ambrose,Wright,MD,"Radiology, Diagnostic","Radiology, Vascular & Interventional"
1508028127,John,Andrew,Dziewit,MD,Anesthesiology,
1508087305,Anila,,Wahid,MD,Obstetrics & Gynecology,
1508023466,Nicholas,James,Houlis,,"Surgery, General","Surgery, Hand"
1508002833,Clay,Woodrow,Tingle,MD,Emergency Medicine,
1508094210,Osama,Mustafa,Qaqi,MD,"Cardiology, Interventional",Internal Medicine
